Region,File Name,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,AMP_ENV,RMSE,ZCR,SPEC_CENT,SPEC_BAND
Barisal,br1011.wav,-432.26086,131.63521,-62.68894,-26.65105,9.458203,-8.179386,-12.33027,-18.520685,-18.746872,-12.972587,-9.204213,-8.712776,-10.05003,0.040410586,0.019191978,0.09389048,1222.564888,849.5627979
Barisal,br1012.wav,-406.10266,159.53743,-39.378735,-33.396477,-0.5009345,-13.016095,-12.637024,-12.590047,-15.38548,-10.747308,-6.741688,-8.939418,-10.637069,0.043245792,0.020836513,0.0739106,993.1373394,739.2175108
Barisal,br1013.wav,-425.68634,149.07108,-65.75719,-38.127388,1.1790426,-18.894875,-10.338314,-7.5628414,-20.32891,-15.772631,-8.356453,-13.688689,-15.371268,0.044295046,0.021401944,0.082176262,1119.985898,768.3231202
Barisal,br1014.wav,-462.5183,197.11702,-53.161354,-23.77682,10.299,-17.564821,-10.359026,-10.782983,-21.456816,-13.260253,-3.8635814,-9.768719,-13.432134,0.026456209,0.013267863,0.067194751,931.6215986,729.4689303
Barisal,br1015.wav,-470.67435,111.69938,-7.662873,-15.985937,-21.865908,7.1140633,-14.999476,-12.996484,-10.030474,-19.466532,-9.110451,-1.6309142,-0.50894165,0.032202147,0.015779834,0.211046259,2328.594974,1594.993005
Barisal,br1016.wav,-361.79752,167.74316,-58.450603,-9.728393,-6.754551,-28.377651,-15.621929,-6.7824945,-27.23495,-17.043135,-3.567021,-14.812524,-6.0562367,0.06960669,0.027324062,0.082815219,1210.470718,1005.492646
Barisal,br1017.wav,-343.21497,141.8739,-72.57481,1.2037446,-20.542036,-15.730724,-21.217642,-10.206414,-22.672495,-9.579656,-2.9740293,-14.437407,-0.30242622,0.07338937,0.02705413,0.098462877,1460.955678,1214.716446
Barisal,br1018.wav,-355.7157,137.66199,-59.91001,10.311896,-21.473515,-14.636359,-26.849276,-12.954156,-17.613468,-15.594517,-9.0211735,-12.079072,-4.1957974,0.060565233,0.02411649,0.096092844,1485.221089,1293.371503
Barisal,br1019.wav,-335.76468,145.58055,-68.275566,10.201195,-3.2000818,-22.486568,-22.157639,-21.6307,-27.33239,-17.31729,-13.614628,-5.322938,-6.416165,0.07970055,0.03366544,0.074327509,1229.230125,1117.063494
Barisal,br102.wav,-363.66,157.68047,-31.183716,-8.225293,-14.121062,-6.1111727,-38.456806,-28.820126,-3.0551074,-27.718636,-18.04947,-0.5334162,-10.549285,0.061564215,0.02875651,0.059722122,1014.595754,1034.653492
Barisal,br1020.wav,-335.21948,149.27829,-81.62324,12.254799,-8.258989,-22.340195,-16.244139,-26.705074,-27.78379,-10.528099,-13.110503,-5.596954,-4.344,0.07694533,0.031216599,0.08073974,1312.059558,1104.06154
Barisal,br1021.wav,-344.5311,156.41035,-69.63729,7.382486,1.8507425,-20.700747,-16.844076,-25.604769,-26.949816,-11.323423,-15.494482,-9.279466,-2.7709272,0.077123605,0.031201152,0.069514936,1165.019565,1037.874849
Barisal,br1022.wav,-335.51462,170.70782,-68.189445,14.754951,0.69944483,-22.395187,-17.72128,-25.424398,-24.53339,-14.114771,-10.157713,-5.754425,-0.7021415,0.08050918,0.032507252,0.066410782,1117.641575,1004.873246
Barisal,br1023.wav,-356.37085,167.64882,-67.518074,5.2090645,-3.027226,-25.037683,-23.419617,-22.155504,-21.471643,-15.622625,-5.0564027,-1.5810987,-2.928139,0.06124961,0.02486722,0.077173361,1211.080117,1016.657139
Barisal,br1024.wav,-311.33325,161.59552,-72.74598,5.304135,-14.524382,-22.249094,-19.18882,-12.955003,-29.026138,-10.656791,-6.642916,-16.929272,-3.0402706,0.08836622,0.037466947,0.078102342,1253.770068,1094.492228
Barisal,br1025.wav,-339.6134,151.61205,-59.01453,17.542337,-8.185055,-15.989739,-31.970133,-9.215392,-20.58832,-16.000357,-11.953676,-17.348162,0.4744886,0.06490905,0.025833623,0.090115647,1394.582211,1254.047304
Barisal,br1026.wav,-347.00443,156.55852,-58.46592,1.1269348,-7.188473,-18.156862,-26.571493,-13.751856,-19.609215,-13.715056,-7.849363,-15.248443,0.25903404,0.06382309,0.024456006,0.08051316,1246.079583,1120.381986
Barisal,br1027.wav,-361.3283,165.16592,-62.356472,6.1947966,-9.750975,-25.817867,-18.888048,-26.3739,-15.258576,-13.10872,-17.264164,-6.8162355,0.084845014,0.06524944,0.02571406,0.073113037,1174.629726,1036.151741
Barisal,br1028.wav,-348.14938,165.5806,-69.60839,-0.39281604,-10.748851,-24.225317,-14.713528,-29.235922,-15.578209,-15.626044,-17.871294,-1.5257617,-8.407519,0.074037984,0.029502528,0.080141568,1224.889989,1021.069248
Barisal,br1029.wav,-338.0696,143.70685,-82.518654,11.73806,-9.583803,-25.321695,-19.263655,-29.104958,-19.554985,-9.4557295,-14.463221,-3.5388975,-7.3238716,0.07176367,0.027877808,0.09613816,1431.82314,1140.856101
Barisal,br103.wav,-337.42657,140.75418,-50.669586,-9.489843,-25.391293,-12.62722,-23.784721,-19.606247,-9.424715,-11.86745,-9.51449,-3.954346,-7.543363,0.068394795,0.030499626,0.083286507,1331.230561,1225.575827
Barisal,br1030.wav,-312.31097,150.66747,-75.52354,2.8315036,-24.849998,-15.779774,-27.575356,-15.930117,-21.398909,-17.692924,-5.4094667,-11.431716,-4.065212,0.09222766,0.036816023,0.083395265,1321.681804,1153.152048
Barisal,br1031.wav,-345.86844,146.32219,-60.25261,-2.4255033,-27.853859,-25.29509,-24.689865,-8.297284,-17.509388,-9.94767,-6.772525,-16.956934,-1.5703479,0.071496055,0.029338164,0.086426914,1338.070503,1191.891425
Barisal,br1032.wav,-330.00687,148.53972,-66.211876,9.219291,-28.343239,-14.583203,-19.650742,-12.608296,-19.62781,-23.95449,-8.988109,-7.8477564,-6.502113,0.07617334,0.030298637,0.077739813,1275.523385,1178.485999
Barisal,br1033.wav,-331.84692,144.27248,-67.80592,7.7609286,-15.528431,-13.192381,-28.032116,-12.943154,-13.787623,-17.680174,-12.02079,-15.986874,-2.715731,0.076030985,0.030379776,0.083368076,1328.778588,1204.740932
Barisal,br1034.wav,-331.57495,152.18184,-77.61151,1.9798388,-12.297754,-7.5367227,-30.207714,-15.41575,-17.278969,-13.704567,-8.560813,-11.951655,-4.7849903,0.07897006,0.030624047,0.080821309,1303.441766,1155.474538
Barisal,br1035.wav,-325.38367,152.96732,-73.686615,2.829608,-16.91589,-22.559977,-21.675669,-16.830141,-19.463081,-12.003463,-10.081751,-4.3549953,-13.281747,0.07879678,0.029502785,0.080218605,1269.667903,1124.681501
Barisal,br1036.wav,-309.10776,151.0368,-83.8943,10.714918,-24.376575,-24.433931,-23.284044,-15.497624,-22.732557,-10.044752,-10.415263,-2.3031662,-7.557769,0.08958462,0.03347565,0.087142909,1382.768626,1177.252509
Barisal,br1037.wav,-326.44342,146.6046,-75.49105,1.3098822,-22.32952,-16.720797,-18.972033,-18.998148,-11.77275,-16.389322,-13.467262,-1.3856403,-18.057493,0.08625459,0.030628162,0.081813733,1318.742787,1138.006125
Barisal,br1038.wav,-354.8904,158.21774,-68.412125,0.11625276,-11.494238,-16.170336,-15.458559,-21.836388,-16.422337,-21.816244,-8.721274,1.5529716,-15.506953,0.06313737,0.024768556,0.085117278,1285.229668,1084.139205
Barisal,br1039.wav,-342.96796,154.69724,-77.94043,13.355198,-0.5452101,-28.002943,-27.687044,-22.418137,-28.685476,-7.8204713,-14.624392,-10.694252,-2.4233396,0.08006132,0.03133181,0.074463457,1244.231443,1103.264535
Barisal,br104.wav,-353.51535,141.11697,-27.555908,17.033041,-9.471856,-20.493408,-23.866982,-9.428689,-15.891192,-15.56186,-8.7902565,-5.598045,-14.46981,0.06129228,0.02814858,0.06474768,1185.601073,1283.768749
Barisal,br1040.wav,-374.10156,173.49406,-50.126495,4.8027225,2.2243154,-27.600414,-29.315538,-14.57465,-20.435863,-17.288256,-6.785073,-13.703957,-1.1337924,0.052316006,0.024504505,0.064616263,1050.456271,983.1107664
Barisal,br1041.wav,-374.3718,152.35413,-46.203526,-9.356356,-14.27839,-19.245821,-34.068523,-11.739246,-14.019512,-19.137344,-3.5889587,-14.876246,-10.471485,0.060946327,0.027845351,0.067018018,1115.750292,1080.319563
Barisal,br1042.wav,-361.13608,159.12881,-66.77872,-22.43307,-4.460455,-29.128454,-38.657463,-19.303288,-18.17715,-15.643279,-0.19212836,-12.691961,-3.5831578,0.059914857,0.027146136,0.073765589,1114.455741,891.871526
Barisal,br1043.wav,-370.42935,155.94896,-65.887726,-18.0365,0.084573954,-27.311705,-35.965694,-13.340737,-24.274288,-18.204838,-7.3570886,-13.9189825,0.31026867,0.05348558,0.02328596,0.074939276,1141.977762,973.3563976
Barisal,br1044.wav,-364.8731,171.20677,-68.11675,-10.176127,-2.599007,-31.48657,-32.50662,-23.224625,-19.249279,-8.738039,-6.979351,-16.571789,1.6909604,0.053040776,0.02322761,0.073498224,1122.794448,921.5822719
Barisal,br1045.wav,-362.02866,152.56166,-37.408543,-13.969734,-15.323858,-16.581736,-33.468063,-12.551681,-20.920322,-22.904337,-2.6808443,-9.439914,-6.901594,0.058341853,0.026962174,0.06106801,1036.452036,1034.022264
Barisal,br1046.wav,-419.39417,153.25887,-32.961235,5.965897,7.02523,-16.70483,-22.654821,-18.365103,-15.347587,-12.107983,-9.605548,-12.257788,0.756186,0.04032987,0.018913269,0.06778386,1036.082967,971.2784268
Barisal,br1047.wav,-588.7812,34.626507,4.1346827,6.825549,4.340555,1.5975534,-4.364987,-2.8365345,-0.088068314,-5.769846,-6.2153726,-3.1955745,-2.1190596,0.01628595,0.008279601,0.247444171,2558.240917,1479.754044
Barisal,br1048.wav,-421.51257,138.18271,-14.0971365,-8.676968,-16.537655,-6.956629,-14.181659,-10.425191,-7.7989287,-12.633576,-9.750627,-6.207014,-6.2598224,0.07022641,0.033925567,0.108255692,1422.858205,1143.211051
Barisal,br1049.wav,-331.47205,166.55858,-21.27162,-3.7804272,-11.235987,-16.354996,-23.91135,-13.826359,-13.146596,-15.302275,-13.452431,-7.383237,-7.142164,0.10295259,0.051673852,0.050450442,862.6238035,921.0215792
Barisal,br105.wav,-317.8852,172.49344,-45.100796,-3.7275136,-8.032219,-25.27403,-12.816616,-13.331545,-15.291382,-12.863432,-11.048139,-4.076134,-10.274688,0.07539578,0.032544095,0.067457584,1055.406556,978.2412352
Barisal,br1050.wav,-338.0871,128.85663,-52.396114,-4.7802277,-16.551188,-10.648673,-28.00925,-9.553759,-13.996399,-8.910412,-4.6682653,-10.653137,-2.281543,0.08611237,0.038890067,0.119938189,1677.247742,1266.016285
Barisal,br1051.wav,-306.29044,143.85408,-63.23208,-17.90668,-26.401327,-15.387544,-21.78197,-6.637528,-13.656593,-2.782173,-2.0914388,-7.112379,-5.2930274,0.09425384,0.043118175,0.081913428,1247.439749,1098.861404
Barisal,br1052.wav,-344.31088,178.7505,-28.700956,-16.73776,-21.106411,-10.44125,-25.395912,-18.055674,-5.084424,-16.112444,-15.40436,-8.674561,-8.956324,0.0888574,0.04213277,0.053105967,843.8606101,832.7643294
Barisal,br1053.wav,-311.29175,166.38777,-41.429985,-10.802492,-22.918638,-10.145607,-14.926201,-10.732619,-11.821465,-12.853478,-8.470514,-8.999141,-9.195658,0.108649835,0.051543932,0.066601109,1018.925382,927.7218733
Barisal,br1054.wav,-323.20386,173.71638,-50.22561,-6.7417593,-18.055197,-4.8635173,-25.69048,-17.884918,-7.257853,-15.217242,-8.510157,-9.183923,-8.259483,0.09441108,0.041989055,0.069519468,1099.176542,1013.492295
Barisal,br1055.wav,-334.48022,180.48094,-55.74615,-25.440432,-18.39825,-11.731422,-21.765482,-18.174967,-10.059267,-13.581809,-15.253072,-1.0046967,-2.6143942,0.08717755,0.039318297,0.070783788,1033.588642,839.178949
Barisal,br1056.wav,-355.6731,172.56252,-46.510273,-18.58254,-18.977774,-11.837757,-19.80796,-13.078485,-5.9848876,-16.283615,-14.89029,-6.0953436,-9.015129,0.07502139,0.035247903,0.090926805,1229.308929,943.4686359
Barisal,br1057.wav,-355.28052,173.04333,-51.628326,-12.68026,-25.031628,-13.616776,-20.350368,-16.568872,-8.667258,-21.998518,-14.132778,-6.427402,-8.570819,0.06165973,0.028773611,0.070756598,1071.180219,949.0053023
Barisal,br1058.wav,-333.5706,149.66238,-72.57687,-4.5742497,-16.835207,-8.716628,-30.10078,-16.228868,-13.4104395,-11.514558,-0.014222322,-9.488946,-3.232767,0.06801634,0.031881172,0.087210883,1291.468847,1073.894337
Barisal,br1059.wav,-369.3616,187.60193,-49.615192,-6.515741,-24.285414,-8.602082,-25.005484,-24.85103,-2.6822617,-14.246992,-16.444551,-4.9759326,-3.0341673,0.061388385,0.027516408,0.061525703,948.0364306,875.4110371
Barisal,br106.wav,-321.2492,157.57321,-29.904577,16.146713,-15.644993,-12.932649,-29.769995,-4.8934345,-12.47298,-17.941877,-8.534375,-7.767294,-11.530296,0.080367655,0.038491935,0.068572361,1165.981744,1189.654873
Barisal,br1060.wav,-417.73465,190.10634,-28.141674,-18.700283,-19.250208,-15.30106,-11.82169,-19.147915,-4.156831,-16.523424,-17.038649,-2.552505,-15.171303,0.04419107,0.021299845,0.052217771,795.5613911,741.5706212
Barisal,br1061.wav,-377.1486,157.97865,-59.330902,-4.5472813,-20.624624,-12.254229,-21.497087,-8.996578,-12.049477,-12.38659,-3.4920003,-11.622493,-7.4648094,0.049237918,0.022649845,0.076960376,1154.707643,983.5746097
Barisal,br1062.wav,-425.08035,199.75316,-37.704475,-19.871477,-12.217579,-8.686733,-13.566106,-24.985771,-3.3873417,-16.620249,-20.949717,-1.5500895,-10.326086,0.04057373,0.01802075,0.059341466,898.3553353,808.1774101
Barisal,br1063.wav,-406.5074,167.85515,-59.63388,-18.643589,-19.309633,-11.488165,-24.720703,-16.10152,-10.4046545,-13.106205,-7.593761,-3.2129016,-1.768821,0.043645505,0.02005987,0.101902371,1294.598502,992.914143
Barisal,br1064.wav,-407.87268,185.43727,-46.212704,-18.524754,-14.636474,-20.328173,-17.372194,-15.765015,-5.392154,-19.388474,-16.17493,-5.397452,-15.10192,0.041770175,0.01982821,0.062232635,931.6400625,802.5217624
Barisal,br1065.wav,-400.059,164.80794,-68.869026,-11.158635,-27.739931,-11.444379,-11.463829,-21.253513,-7.1000094,-18.74949,-11.054516,-5.0071898,-9.76991,0.039117757,0.018163558,0.083445113,1176.414671,943.4044822
Barisal,br1066.wav,-394.86465,162.8014,-65.804886,-7.7042823,-15.039959,-14.852936,-30.47837,-25.768763,-9.45077,-14.85467,-8.524964,-6.450887,-3.7623937,0.03949503,0.0180594,0.075813878,1158.573809,980.3197044
Barisal,br1067.wav,-448.33942,147.78546,-33.61014,-3.9215665,-19.466642,-8.341756,-13.737775,-23.841042,-4.174916,-18.787773,-17.243069,-1.2249099,-6.652148,0.0362956,0.0168836,0.16841738,1685.864437,1175.375209
Barisal,br1068.wav,-425.4388,149.07776,-53.91853,-0.7431254,-21.062593,-6.8131237,-18.997545,-19.027742,-9.921641,-12.403485,-9.740258,-6.5091224,-4.9228272,0.039790846,0.017724082,0.153807461,1729.475345,1195.335866
Barisal,br1069.wav,-487.23502,61.070538,-62.15388,6.7048154,-22.920116,-0.021071717,-31.47692,-11.658771,-6.912137,1.700522,-7.4093113,5.653586,7.6672325,0.030946445,0.013113998,0.274284912,3153.269458,1573.564233
Barisal,br107.wav,-341.73627,164.17744,-27.577587,8.724186,-7.58565,-24.486118,-29.026073,-15.456814,-11.839072,-5.6136484,-19.366459,-8.913063,-8.421867,0.078991584,0.03642075,0.060864088,1048.423624,1079.169122
Barisal,br1070.wav,-677.3196,52.38504,3.3494463,9.360542,-11.511128,-5.7110224,-3.879599,-1.4511864,-9.955817,-11.90857,-1.3504771,-2.5416362,7.0901737,0.006724369,0.003227259,0.162100312,1782.83519,1350.328446
Barisal,br1071.wav,-1041.4016,-1.4350495,15.973651,0.8563159,-1.7543527,8.047291,-6.0259624,7.586096,-10.506382,9.801825,-10.017399,4.525819,-2.3113694,0.000246733,9.01E-05,0.271923941,2700.414008,1110.277089
Barisal,br1072.wav,-368.08847,144.83821,-69.36803,5.809637,-28.37718,-8.615106,-24.591887,-11.698539,-17.903616,-11.02547,-4.784217,-9.650334,-2.20599,0.045485016,0.02068417,0.089476689,1385.154745,1216.864606
Barisal,br1073.wav,-369.41238,138.48473,-74.569374,-1.8176836,-30.693974,-13.375475,-33.95267,-23.929268,-12.586295,-17.19487,-6.426083,-12.41002,-5.8891377,0.0437259,0.01994314,0.083630909,1333.316248,1178.771335
Barisal,br1074.wav,-406.26074,145.76642,-56.75923,-8.773613,-31.506565,-10.804848,-28.175243,-20.39139,-7.6084514,-18.1256,-4.362381,-5.503126,-8.911052,0.039172966,0.017807834,0.083494961,1303.634826,1165.683908
Barisal,br1075.wav,-474.51968,124.852196,-32.67586,0.8119038,-28.689604,-17.036758,-30.406792,-26.672625,-2.8791535,-10.714378,-13.472133,-4.72499,-3.622813,0.02941295,0.01403757,0.152805974,1671.59618,1379.093912
Barisal,br1076.wav,-460.43118,106.97964,-46.8466,-13.774215,-36.966515,-11.991581,-20.468746,-24.650703,-9.025981,-11.923808,-11.540387,0.27435288,3.4489822,0.033568867,0.016672798,0.133523963,1827.331307,1367.835015
Barisal,br1077.wav,-348.00433,131.9403,-88.88586,-13.373517,-52.567337,-14.480152,-30.61084,-24.724804,-10.947133,-7.288513,-8.675826,-6.8911858,-9.340447,0.05250153,0.02484714,0.086535673,1401.611199,1174.880591
Barisal,br1078.wav,-354.47736,146.23643,-83.183754,5.7353253,-57.469852,-16.65902,-9.189791,-21.550621,-11.755577,-9.69505,-7.01535,-13.50883,-7.779074,0.044636495,0.020141296,0.097434201,1441.755884,1163.341081
Barisal,br1079.wav,-358.85513,164.99469,-88.744576,-8.077403,-28.530794,-28.29504,-29.858341,-24.35834,-15.043336,-7.527535,-5.444579,-9.644482,-5.005594,0.049797814,0.022848846,0.078469403,1191.021877,942.7975918
Barisal,br108.wav,-326.31705,164.1077,-50.935368,6.821711,-17.112741,-21.368666,-17.242697,-23.907188,-12.9196615,-15.764986,-13.942226,-1.6815374,-7.532969,0.07042037,0.03178776,0.070443917,1160.721082,1070.353176
Barisal,br1080.wav,-394.6533,137.86475,-52.441635,8.5025425,-15.484438,-0.5448094,-32.12765,-12.131684,-11.626746,-8.325286,-11.068355,-8.149608,-0.46466956,0.0405486,0.018920332,0.129595055,1781.389368,1326.226781
Barisal,br1081.wav,-378.99234,154.34756,-71.77799,-0.01048731,-31.525143,-11.632121,-28.031006,-30.08798,-2.25729,-9.494713,-8.329867,-6.8943105,-7.7616735,0.04445749,0.020867912,0.073724804,1171.781285,1033.362349
Barisal,br1082.wav,-406.49808,118.35561,-59.55628,-5.0376773,-19.905478,-11.32501,-22.453926,-21.43292,3.56852,3.0849316,-2.2682226,-18.274555,-15.66592,0.038283274,0.018558253,0.091955481,1365.839592,1089.927885
Barisal,br1083.wav,-401.3627,138.7566,-50.28443,-4.1085095,-13.809039,-9.172929,-36.866932,-20.82217,-12.212847,-17.839394,-6.635138,-7.5120482,-0.8265166,0.04605693,0.021585912,0.123944134,1659.192171,1201.530817
Barisal,br1084.wav,-417.73257,140.66264,-61.229195,-19.139128,-23.589697,-16.499102,-21.309973,-5.7151246,-12.140088,-15.139009,1.3381106,-14.561073,-10.923596,0.042976424,0.020720849,0.151591502,1799.149974,1104.032773
Barisal,br1085.wav,-384.04565,146.05107,-85.66672,-15.675077,-23.99156,-19.766418,-19.035652,-16.138826,-10.106734,-6.0371833,-4.2940497,-9.381173,-0.831463,0.051776774,0.024441415,0.094239414,1266.011651,909.6628782
Barisal,br1086.wav,-370.1817,149.48613,-87.26688,-9.096927,-17.948317,-16.89278,-29.63992,-19.961006,-11.867667,-5.4130464,-3.4066503,-8.450803,4.337563,0.04958762,0.023109142,0.091960013,1315.189036,1013.166928
Barisal,br1087.wav,-438.0735,133.11047,-55.184032,-8.239954,-19.847635,-14.267855,-20.320028,-16.935286,-16.212975,-2.27486,-5.995128,-11.851854,7.011846,0.04324353,0.019679792,0.181577182,2106.582878,1195.999364
Barisal,br1088.wav,-462.93713,116.12699,-23.120668,-2.5837524,-39.80642,4.2019176,-14.847034,-18.803255,-12.686366,-2.780623,-7.971042,-3.9331038,2.8853106,0.034285326,0.015869183,0.173021498,2210.549967,1471.846883
Barisal,br1089.wav,-427.84555,164.42868,-40.2685,-15.364275,-21.762983,-13.152626,-13.046997,-17.361355,-16.091362,-8.701549,3.3897448,-12.947412,-9.333396,0.03616417,0.016726146,0.064181228,967.1729354,901.6530031
Barisal,br109.wav,-335.9957,161.06468,-42.166965,16.563627,-27.62188,-14.462002,-22.611513,-6.997063,-16.25681,-11.212035,-10.702906,-1.1539127,-4.6194615,0.061244328,0.028130297,0.075116009,1239.894875,1217.227706
Barisal,br1090.wav,-531.5991,125.04494,6.078001,12.718835,-18.828201,-9.101136,2.5481172,-15.168659,-17.740793,-12.064934,-9.121849,-11.930648,-6.8050537,0.016699562,0.007988889,0.050260115,896.9885578,1085.778116
Barisal,br1091.wav,-558.024,101.68826,-22.797476,-2.2849586,-0.23780032,-11.841614,-9.973916,-15.260034,-9.622847,0.3857491,-3.668779,-8.272548,-1.6887032,0.022649938,0.010392266,0.202576675,2060.992289,1360.82527
Barisal,br1092.wav,-707.34875,27.50666,3.376271,8.886087,1.1826826,-2.902095,-6.68784,-8.249681,-6.8614755,-10.764457,-9.459665,-4.9565387,-3.0531635,0.005031524,0.002606538,0.105033715,1232.185572,810.4448989
Barisal,br1093.wav,-513.5547,146.19588,-38.63065,-8.278066,-15.934686,-10.811426,-12.161763,-14.946491,-6.4676085,-19.199545,-10.428964,-6.45917,-8.488434,0.029915914,0.013346121,0.108899181,1313.121539,1018.524729
Barisal,br1094.wav,-461.76636,137.40886,-53.111156,-14.465712,-22.224558,-13.44372,-18.730677,-10.870174,-7.343166,-16.14702,-7.4922843,-7.814688,-10.541704,0.03643472,0.016597128,0.197188588,2177.512874,1236.428747
Barisal,br1095.wav,-407.61185,165.33557,-53.2037,-14.940151,-20.616943,-18.628199,-26.880978,-23.286251,-10.932733,-22.149427,-13.788499,-9.323293,-11.217192,0.045169845,0.020944726,0.092086898,1200.543957,951.6332915
Barisal,br1096.wav,-475.51752,109.0109,-47.119923,-3.605962,-15.430516,0.18650761,-17.883251,-11.473458,-7.685634,-18.511456,-14.124278,-2.62099,-11.165281,0.029813787,0.013245169,0.246465342,2478.720909,1486.073057
Barisal,br1097.wav,-418.5405,126.71706,-26.703114,-3.568617,-4.426743,-3.3203526,-17.571331,-6.283788,-6.445426,-7.506818,-17.482285,-5.587699,-13.597514,0.038742688,0.017264523,0.14298597,1864.607345,1582.28368
Barisal,br1098.wav,-332.31165,162.22244,-55.23392,7.382773,-21.511637,-9.941349,-21.94656,-14.029323,-14.757003,-13.612275,-13.67146,-8.119494,-9.17725,0.059985954,0.027443942,0.072320004,1205.122983,1161.664144
Barisal,br1099.wav,-405.61322,125.77404,-44.39805,5.4799237,-4.777718,3.4080184,-36.61623,-18.96881,-26.728968,-16.038555,-8.320928,-3.110668,-2.0301404,0.040111676,0.017655246,0.110448992,1613.050793,1323.407071
Barisal,br11.wav,-276.8272,97.69054,-30.250814,2.678458,-31.958437,20.876907,-28.356968,-18.136591,-23.631397,-5.1022367,-8.454568,-12.901099,-1.6700913,0.1904764,0.08168973,0.122756852,1823.873145,1656.443358
Barisal,br110.wav,-408.5388,183.09396,-2.9311275,-19.934639,1.9962723,-21.110376,-19.202085,0.8951323,-8.8312435,-20.185085,-11.46592,-1.5642517,-6.205511,0.048180375,0.023079788,0.056300754,807.6655937,714.4511429
